Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
32,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.0730240549828178,1164|172|158|200|153|159|166|156|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,592|87|79|108|82|71|85|80|,572|85|79|92|71|88|81|76|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,466|66|64|77|70|54|69|66|,454|56|73|67|59|74|63|62|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,920,244,466,2405|359|289|433|329|270|448|277|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3569|531|447|633|482|429|614|433|,1469|231|147|333|182|129|314|133|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2097|300|300|298|300|300|299|300|,541|63|99|66|77|90|59|87|,1556|237|201|232|223|210|240|213|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1556|246|205|242|218|216|216|213|,307|61|42|44|38|47|38|37|,1249|185|163|198|180|169|178|176|,20|20|20|20|20|20|20|20|,0.87908112504576|0.8715352893455922|0.8807382630988624|0.87043125|0.8738626169422017|0.8691804121672402|0.8834282914791697|0.8740959894806049|,0.8694158075601375|0.8633720930232558|0.8575949367088608|0.8675|0.8888888888888888|0.8616352201257862|0.8795180722891566|0.8685897435897436|,0.10266323024054982,0.06056701030927835,0.22079037800687284,0.09621993127147767,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164|172|158|200|153|159|166|156|,185|163|198|180|169|178|176|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,73|81|81|94|75|70|80|,0|0|0|0|0|0|0|,0,0,0,0,0,0
33,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9719775820656525,1249|185|163|198|180|169|178|176|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,615|88|75|99|85|87|91|90|,634|97|88|99|95|82|87|86|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,70|10|6|17|9|8|9|11|,60|14|4|10|4|8|12|8|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,130,1119,70,256|67|26|36|32|21|28|46|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1505|252|189|234|212|190|206|222|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1505|252|189|234|212|190|206|222|,130|24|10|27|13|16|21|19|,1375|228|179|207|199|174|185|203|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1375|214|182|214|204|182|186|193|,161|31|21|24|18|23|28|16|,1214|183|161|190|186|159|158|177|,20|20|20|20|20|20|20|20|,0.8800178653731632|0.8767056245434623|0.8776205352102073|0.8771298847056423|0.8718518518518519|0.8711967368089353|0.8817463072844338|0.8783655087809917|,0.8726981585268214|0.8729729729729729|0.8650306748466258|0.8737373737373737|0.8861111111111111|0.8402366863905325|0.9044943820224719|0.8636363636363636|,0.09087269815852682,0.059247397918334666,0.20456365092073658,0.10728582866293035,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249|185|163|198|180|169|178|176|,183|161|190|186|159|158|177|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,15|12|20|16|14|16|14|,0|0|0|0|0|0|0|,0,0,0,0,0,0
34,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.0378912685337727,1214|183|161|190|186|159|158|177|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,591|86|72|93|86|78|82|94|,623|97|89|97|100|81|76|83|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,479|66|58|73|70|68|68|76|,526|79|78|80|86|68|65|70|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1005,209,479,2818|390|354|448|340|417|383|486|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,4032|573|515|638|526|576|541|663|,1932|273|215|338|226|276|241|363|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|301|300|299|300|301|300|300|,526|77|84|71|88|71|77|58|,1575|224|216|228|212|230|223|242|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1575|224|231|238|229|224|192|237|,315|44|49|44|41|52|40|45|,1260|180|182|194|188|172|152|192|,20|20|20|20|20|20|20|20|,0.8803028031016504|0.8764743647167726|0.8813028046757455|0.8768836565096954|0.8711628511966701|0.8686958585498992|0.8800672969075469|0.8790577420281528|,0.8653212520593081|0.8442622950819673|0.8695652173913043|0.8763157894736842|0.8602150537634409|0.8490566037735849|0.9050632911392406|0.8559322033898306|,0.08896210873146623,0.06260296540362438,0.21210873146622736,0.09472817133443164,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214|183|161|190|186|159|158|177|,180|182|194|188|172|152|192|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,83|82|92|87|69|66|78|,0|0|0|0|0|0|0|,0,0,0,0,0,0
35,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9253968253968254,1260|180|182|194|188|172|152|192|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,623|95|93|97|92|76|78|92|,637|85|89|97|96|96|74|100|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,53|9|10|9|9|3|5|8|,49|7|7|7|11|6|6|5|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,102,1158,53,157|29|38|21|18|10|9|32|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1417|209|220|215|206|182|161|224|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1417|209|220|215|206|182|161|224|,102|16|17|16|20|9|11|13|,1315|193|203|199|186|173|150|211|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1315|192|202|195|183|173|164|206|,149|30|17|24|19|14|20|25|,1166|162|185|171|164|159|144|181|,20|20|20|20|20|20|20|20|,0.8775018896447467|0.8777083333333333|0.8794454172201425|0.8730005845467106|0.8740309529198733|0.8596454164413196|0.876720481301939|0.8685777452256944|,0.8690476190476191|0.8305555555555556|0.8928571428571429|0.8737113402061856|0.8696808510638298|0.8575581395348837|0.8782894736842105|0.8802083333333334|,0.09563492063492063,0.05119047619047619,0.21746031746031746,0.11468253968253968,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260|180|182|194|188|172|152|192|,162|185|171|164|159|144|181|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,12|8|7|6|5|16|11|,0|0|0|0|0|0|0|,0,0,0,0,0,0
36,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9202401372212693,1166|162|185|171|164|159|144|181|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,578|86|95|85|83|71|75|83|,588|76|90|86|81|88|69|98|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,513|76|78|80|76|67|64|72|,531|66|78|80|75|82|63|87|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1044,122,513,1643|293|215|233|246|263|174|219|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2809|455|400|404|410|422|318|400|,709|155|100|104|110|122|18|100|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|300|300|300|300|300|300|,779|92|109|121|112|109|117|119|,1321|208|191|179|188|191|183|181|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1321|192|186|201|179|161|204|198|,248|37|41|38|32|31|39|30|,1073|155|145|163|147|130|165|168|,20|20|20|20|20|20|20|20|,0.8772796045179455|0.8750095259868922|0.8777501826150474|0.8710201429499675|0.8729272010707911|0.8592223408884142|0.8806664737654322|0.8696849913006318|,0.8743567753001715|0.8487654320987654|0.9027027027027027|0.8567251461988304|0.8780487804878049|0.8616352201257862|0.8819444444444444|0.8867403314917127|,0.09519725557461406,0.05060034305317324,0.21569468267581476,0.11449399656946826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166|162|185|171|164|159|144|181|,155|145|163|147|130|165|168|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,76|64|87|76|63|88|83|,0|0|0|0|0|0|0|,0,1,0,0,0,1
37,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9552656104380243,1073|155|145|163|147|130|165|168|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,557|71|73|94|79|56|89|95|,516|84|72|69|68|74|76|73|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,45|7|13|3|6|1|8|7|,33|6|6|2|3|5|5|6|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,78,995,45,154|37|37|0|19|0|34|27|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1227|192|182|163|166|130|199|195|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1227|192|182|163|166|130|199|195|,78|13|19|5|9|6|13|13|,1149|179|163|158|157|124|186|182|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1149|172|147|170|164|136|176|184|,124|21|19|16|19|13|15|21|,1025|151|128|154|145|123|161|163|,20|20|20|20|20|20|20|20|,0.8760499822379181|0.8704994797086368|0.8623424494649228|0.8732921826188415|0.8737678744967374|0.8647781065088758|0.8802846648301194|0.87062429138322|,0.8671947809878844|0.8838709677419355|0.8793103448275862|0.8742331288343558|0.8537414965986394|0.8653846153846154|0.8757575757575757|0.8392857142857143|,0.07409133271202237,0.06523765144454799,0.22180801491146318,0.1048462255358807,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073|155|145|163|147|130|165|168|,151|128|154|145|123|161|163|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,9|5|10|15|9|8|13|,0|0|0|0|0|0|0|,0,0,0,0,0,0
38,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.1804878048780487,1025|151|128|154|145|123|161|163|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,517|72|63|86|74|54|82|86|,508|79|65|68|71|69|79|77|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,455|56|52|82|64|51|73|77|,442|68|60|62|59|63|67|63|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,897,128,455,2182|293|212|450|255|241|319|412|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3207|444|340|604|400|364|480|575|,1107|144|40|304|100|64|180|275|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100|300|300|299|299|300|300|302|,618|88|100|72|92|95|95|76|,1482|212|200|227|207|205|205|226|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1482|198|213|230|219|189|230|203|,272|48|34|40|40|28|47|35|,1210|150|179|190|179|161|183|168|,20|20|20|20|20|20|20|20|,0.8771888161808448|0.8682075347572475|0.863006591796875|0.8731130882104908|0.8755529131985731|0.8653083482054332|0.880319046333089|0.8755410440739207|,0.8658536585365854|0.8807947019867549|0.875|0.8603896103896104|0.8517241379310345|0.8617886178861789|0.8881987577639752|0.843558282208589|,0.07170731707317073,0.0702439024390244,0.22,0.09902439024390244,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1025|151|128|154|145|123|161|163|,150|179|190|179|161|183|168|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,72|90|96|78|80|89|82|,0|0|0|0|0|0|0|,0,0,0,0,0,0
39,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.9148760330578513,1210|150|179|190|179|161|183|168|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,605|84|87|95|84|90|82|83|,605|66|92|95|95|71|101|85|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,38|11|9|2|8|2|2|4|,39|8|4|3|8|3|5|8|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,77,1133,38,102|38|34|1|17|10|1|1|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1312|188|213|191|196|171|184|169|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1312|188|213|191|196|171|184|169|,77|19|13|5|16|5|7|12|,1235|169|200|186|180|166|177|157|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1235|152|193|200|178|170|181|161|,128|19|25|16|17|20|17|14|,1107|133|168|184|161|150|164|147|,20|20|20|20|20|20|20|20|,0.8713291441841404|0.8680555555555556|0.8680050560219719|0.8727285318559557|0.8737476982616024|0.8607789051348328|0.8614545074502076|0.8684984410430839|,0.8694214876033057|0.8633333333333333|0.8659217877094972|0.8789473684210526|0.8659217877094972|0.8540372670807453|0.8852459016393442|0.8690476190476191|,0.06115702479338843,0.07314049586776859,0.20950413223140496,0.12355371900826446,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1210|150|179|190|179|161|183|168|,133|168|184|161|150|164|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1|8|11|4|5|3|3|,0|0|0|0|0|0|0|,0,0,0,0,0,0
40,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.919602529358627,1107|133|168|184|161|150|164|147|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,559|74|82|94|73|86|75|75|,548|59|86|90|88|64|89|72|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,530|67|75|90|69|84|74|71|,507|51|75|83|82|58|86|72|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1037,70,530,1647|207|287|242|238|230|259|184|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,2754|340|455|426|399|380|423|331|,654|40|155|126|99|80|123|31|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|300|300|300|300|301|300|300|,821|108|105|123|116|120|113|136|,1280|192|195|177|184|181|187|164|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1280|175|220|174|177|163|207|164|,262|29|52|35|39|26|47|34|,1018|146|168|139|138|137|160|130|,20|20|20|20|20|20|20|20|,0.8707477830574752|0.8708378088077336|0.8703408446712018|0.8711675921550095|0.8741850237259365|0.8556666666666667|0.857674003569304|0.8654611504465732|,0.8690153568202349|0.868421052631579|0.8660714285714286|0.8722826086956522|0.8695652173913043|0.8566666666666667|0.8780487804878049|0.8707482993197279|,0.056458897922312554,0.07452574525745258,0.2082204155374887,0.12511291779584463,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107|133|168|184|161|150|164|147|,146|168|139|138|137|160|130|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,66|78|64|62|67|83|71|,0|0|0|0|0|0|0|,0,0,0,0,0,0
41,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0.8781925343811395,1018|146|168|139|138|137|160|130|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,537|71|81|77|84|72|87|65|,481|75|87|62|54|65|73|65|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,16|4|6|2|0|1|0|3|,31|6|9|5|5|4|2|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,47,971,12,42|12|16|11|0|3|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1060|158|184|150|138|140|160|130|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,1060|158|184|150|138|140|160|130|,47|10|15|7|5|5|2|3|,1013|148|169|143|133|135|158|127|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1013|147|164|140|134|139|161|128|,119|18|15|19|16|15|21|15|,894|129|149|121|118|124|140|113|,20|20|20|20|20|20|20|20|,0.8709194711306503|0.8664383561643836|0.871625212585034|0.867967496506392|0.8660076664566267|0.8637114390750706|0.869228515625|0.8604585798816569|,0.8747544204322201|0.8904109589041096|0.8571428571428571|0.8489208633093526|0.8586956521739131|0.864963503649635|0.909375|0.8923076923076924|,0.05108055009823183,0.07662082514734773,0.19842829076620824,0.13163064833005894,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018|146|168|139|138|137|160|130|,129|149|121|118|124|140|113|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,2|0|0|0|4|2|1|,0|0|0|0|0|0|0|,0,0,0,0,0,0
42,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,1.3948545861297539,894|129|149|121|118|124|140|113|,31.0|31.0|31.0|31.0|31.0|31.0|31.0|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|,477|61|75|70|75|65|76|55|,417|68|74|51|43|59|64|58|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,466|59|71|67|75|65|75|54|,400|61|71|50|43|54|63|58|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,866,28,466,2692|327|387|448|448|335|403|344|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,3586|456|536|569|566|459|543|457|,1486|156|236|269|266|159|243|157|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2101|300|301|300|300|300|300|300|,518|82|79|62|62|73|83|77|,1583|218|222|238|238|227|217|223|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,2100.0|300.0|300.0|300.0|300.0|300.0|300.0|300.0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,1583|235|232|238|228|212|226|212|,336|43|48|60|48|54|47|36|,1247|192|184|178|180|158|179|176|,20|20|20|20|20|20|20|20|,0.868977373391589|0.864205877050658|0.8682942209810369|0.8644559797828018|0.8657533754668199|0.8598302549427679|0.8688137755102041|0.855470279583366|,0.8691275167785235|0.8992248062015504|0.8456375838926175|0.8305785123966942|0.8559322033898306|0.8588709677419355|0.9|0.8938053097345132|,0.05145413870246085,0.07214765100671142,0.20022371364653244,0.1325503355704698,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894|129|149|121|118|124|140|113|,192|184|178|180|158|179|176|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,90|116|78|78|70|86|89|,0|0|0|0|0|0|0|,0,0,0,0,1,0
